,cnae_fiscal,cnae_fiscal_desc,uf,mun,quant,mun_uf,codigo_ibge,latitude,longitude;
8973,1122401,Fabricação de refrigerantes,ce,maracanau,93.38,maracanau - ce,2307650,-3.86699,-38.6259;
8974,1122401,Fabricação de refrigerantes,ce,maracanau,8.0,maracanau - ce,2307650,-3.86699,-38.6259;
8975,1122401,Fabricação de refrigerantes,ce,maracanau,0.0,maracanau - ce,2307650,-3.86699,-38.6259;
8976,1122401,Fabricação de refrigerantes,ce,maracanau,0.08,maracanau - ce,2307650,-3.86699,-38.6259;
8977,1122401,Fabricação de refrigerantes,ce,maracanau,0.07,maracanau - ce,2307650,-3.86699,-38.6259;
8978,1122401,Fabricação de refrigerantes,ce,maracanau,0.01,maracanau - ce,2307650,-3.86699,-38.6259;
8979,1122401,Fabricação de refrigerantes,pi,teresina,386.0,teresina - pi,2211001,-5.09194,-42.8034;
8980,1122401,Fabricação de refrigerantes,pi,teresina,0.17,teresina - pi,2211001,-5.09194,-42.8034;
8981,1122401,Fabricação de refrigerantes,pi,teresina,0.0,teresina - pi,2211001,-5.09194,-42.8034;
8982,1122401,Fabricação de refrigerantes,pi,teresina,0.01,teresina - pi,2211001,-5.09194,-42.8034;
8983,1122401,Fabricação de refrigerantes,pi,teresina,0.0,teresina - pi,2211001,-5.09194,-42.8034;
8984,1122401,Fabricação de refrigerantes,pi,teresina,0.0,teresina - pi,2211001,-5.09194,-42.8034;
8985,1122401,Fabricação de refrigerantes,ba,vitoria da conquista,0.05,vitoria da conquista - ba,2933307,-14.8615,-40.8442;
8986,1122401,Fabricação de refrigerantes,ba,vitoria da conquista,0.08,vitoria da conquista - ba,2933307,-14.8615,-40.8442;
8987,1122401,Fabricação de refrigerantes,ba,vitoria da conquista,0.25,vitoria da conquista - ba,2933307,-14.8615,-40.8442;
8988,1122401,Fabricação de refrigerantes,ba,vitoria da conquista,1.39,vitoria da conquista - ba,2933307,-14.8615,-40.8442;
8989,1122401,Fabricação de refrigerantes,ba,vitoria da conquista,3688.26,vitoria da conquista - ba,2933307,-14.8615,-40.8442;
8990,1122401,Fabricação de refrigerantes,ba,vitoria da conquista,27.66,vitoria da conquista - ba,2933307,-14.8615,-40.8442;
8991,1122401,Fabricação de refrigerantes,ba,simoes filho,350.0,simoes filho - ba,2930709,-12.7866,-38.4029;
8992,1122401,Fabricação de refrigerantes,ba,simoes filho,350.0,simoes filho - ba,2930709,-12.7866,-38.4029;
8993,1122401,Fabricação de refrigerantes,ba,simoes filho,350.0,simoes filho - ba,2930709,-12.7866,-38.4029;
8994,1122401,Fabricação de refrigerantes,ba,simoes filho,3.5,simoes filho - ba,2930709,-12.7866,-38.4029;
8995,1122401,Fabricação de refrigerantes,ba,simoes filho,182683.0,simoes filho - ba,2930709,-12.7866,-38.4029;
8996,1122401,Fabricação de refrigerantes,ba,simoes filho,3.8,simoes filho - ba,2930709,-12.7866,-38.4029;
8997,1122401,Fabricação de refrigerantes,ba,simoes filho,0.29,simoes filho - ba,2930709,-12.7866,-38.4029;
8998,1122401,Fabricação de refrigerantes,rn,macaiba,0.02,macaiba - rn,2407104,-5.85229,-35.3552;
8999,1122401,Fabricação de refrigerantes,pe,cabo de santo agostinho,0.0,cabo de santo agostinho - pe,2602902,-8.28218,-35.0253;
9000,1122401,Fabricação de refrigerantes,mt,varzea grande,0.98,varzea grande - mt,5108402,-15.6458,-56.1322;
"9001,4635402,""Comércio atacadista de cerveja, chope e refrigerante"",al,arapiraca,0.0,arapiraca - al,2700300,-9.75487,-36.6615";
"9002,4635402,""Comércio atacadista de cerveja, chope e refrigerante"",al,arapiraca,0.0,arapiraca - al,2700300,-9.75487,-36.6615";
"9003,4635402,""Comércio atacadista de cerveja, chope e refrigerante"",al,arapiraca,0.0,arapiraca - al,2700300,-9.75487,-36.6615";
9004,1122401,Fabricação de refrigerantes,al,maceio,0.03,maceio - al,2704302,-9.665989999999999,-35.735;
9005,1122401,Fabricação de refrigerantes,al,maceio,0.01,maceio - al,2704302,-9.665989999999999,-35.735;
9006,1122401,Fabricação de refrigerantes,ce,fortaleza,9.98,fortaleza - ce,2304400,-3.71664,-38.5423;
9007,1122401,Fabricação de refrigerantes,ce,fortaleza,1.99,fortaleza - ce,2304400,-3.71664,-38.5423;
9008,1122401,Fabricação de refrigerantes,ce,fortaleza,2.15,fortaleza - ce,2304400,-3.71664,-38.5423;
9009,1122401,Fabricação de refrigerantes,ce,fortaleza,2.58,fortaleza - ce,2304400,-3.71664,-38.5423;
9010,1122401,Fabricação de refrigerantes,ce,fortaleza,2.84,fortaleza - ce,2304400,-3.71664,-38.5423;
9011,1122401,Fabricação de refrigerantes,ce,fortaleza,3.1,fortaleza - ce,2304400,-3.71664,-38.5423;
"9012,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",rn,carnauba dos dantas,0.01,carnauba dos dantas - rn,2402402,-6.55015,-36.5868";
"9013,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",rn,carnauba dos dantas,7.0,carnauba dos dantas - rn,2402402,-6.55015,-36.5868";
"9014,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",rn,carnauba dos dantas,0.0,carnauba dos dantas - rn,2402402,-6.55015,-36.5868";
"9015,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",rn,carnauba dos dantas,0.0,carnauba dos dantas - rn,2402402,-6.55015,-36.5868";
"9016,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",rn,carnauba dos dantas,0.0,carnauba dos dantas - rn,2402402,-6.55015,-36.5868";
"9017,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",rn,carnauba dos dantas,0.0,carnauba dos dantas - rn,2402402,-6.55015,-36.5868";
"9018,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",rn,carnauba dos dantas,0.0,carnauba dos dantas - rn,2402402,-6.55015,-36.5868";
"9019,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",rn,carnauba dos dantas,10.48,carnauba dos dantas - rn,2402402,-6.55015,-36.5868";
9020,1069400,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,ce,fortaleza,57.1,fortaleza - ce,2304400,-3.71664,-38.5423;
9021,1069400,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,ce,fortaleza,75.4,fortaleza - ce,2304400,-3.71664,-38.5423;
9022,1069400,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,ce,fortaleza,96.6,fortaleza - ce,2304400,-3.71664,-38.5423;
9023,1069400,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,ce,fortaleza,49.8,fortaleza - ce,2304400,-3.71664,-38.5423;
9024,1069400,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,ce,fortaleza,53.52,fortaleza - ce,2304400,-3.71664,-38.5423;
9025,1069400,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,ce,fortaleza,48.27,fortaleza - ce,2304400,-3.71664,-38.5423;
9026,1069400,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,ce,fortaleza,21.04,fortaleza - ce,2304400,-3.71664,-38.5423;
9027,2610800,Fabricação de componentes eletrônicos,am,manaus,6.82,manaus - am,1302603,-3.1186599999999998,-60.0212;
9028,2610800,Fabricação de componentes eletrônicos,am,manaus,3.16,manaus - am,1302603,-3.1186599999999998,-60.0212;
9029,2610800,Fabricação de componentes eletrônicos,am,manaus,0.34,manaus - am,1302603,-3.1186599999999998,-60.0212;
9030,2610800,Fabricação de componentes eletrônicos,am,manaus,0.33,manaus - am,1302603,-3.1186599999999998,-60.0212;
9031,2622100,Fabricação de periféricos para equipamentos de informática,am,manaus,1.47,manaus - am,1302603,-3.1186599999999998,-60.0212;
9032,2622100,Fabricação de periféricos para equipamentos de informática,am,manaus,0.31,manaus - am,1302603,-3.1186599999999998,-60.0212;
9033,2622100,Fabricação de periféricos para equipamentos de informática,am,manaus,0.5,manaus - am,1302603,-3.1186599999999998,-60.0212;
9034,2622100,Fabricação de periféricos para equipamentos de informática,am,manaus,275.33,manaus - am,1302603,-3.1186599999999998,-60.0212;
"9035,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ce,horizonte,0.65,horizonte - ce,2305233,-4.1209,-38.4707";
"9036,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ce,horizonte,0.62,horizonte - ce,2305233,-4.1209,-38.4707";
"9037,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ce,horizonte,4354.56,horizonte - ce,2305233,-4.1209,-38.4707";
"9038,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ce,horizonte,3732.48,horizonte - ce,2305233,-4.1209,-38.4707";
"9039,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ce,horizonte,0.6,horizonte - ce,2305233,-4.1209,-38.4707";
"9040,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ma,ze doca,0.5,ze doca - ma,2114007,-3.27014,-45.6553";
"9041,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ma,ze doca,0.5,ze doca - ma,2114007,-3.27014,-45.6553";
"9042,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,miranorte,100.0,miranorte - to,1713304,-9.529069999999999,-48.5922";
"9043,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,miranorte,150.0,miranorte - to,1713304,-9.529069999999999,-48.5922";
"9044,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,miranorte,180.0,miranorte - to,1713304,-9.529069999999999,-48.5922";
"9045,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,miranorte,200.0,miranorte - to,1713304,-9.529069999999999,-48.5922";
"9046,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,miranorte,0.3,miranorte - to,1713304,-9.529069999999999,-48.5922";
"9047,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,miranorte,0.0,miranorte - to,1713304,-9.529069999999999,-48.5922";
9048,1094500,Fabricação de massas alimentícias,sp,sao caetano do sul,0.0,sao caetano do sul - sp,3548807,-23.6229,-46.5548;
9049,1094500,Fabricação de massas alimentícias,sp,sao caetano do sul,0.0,sao caetano do sul - sp,3548807,-23.6229,-46.5548;
9050,1094500,Fabricação de massas alimentícias,sp,sao caetano do sul,0.0,sao caetano do sul - sp,3548807,-23.6229,-46.5548;
9051,1094500,Fabricação de massas alimentícias,sp,sao caetano do sul,0.0,sao caetano do sul - sp,3548807,-23.6229,-46.5548;
9052,1062700,Moagem de trigo e fabricação de derivados,rn,natal,49.0,natal - rn,2408102,-5.79357,-35.1986;
9053,1062700,Moagem de trigo e fabricação de derivados,rn,natal,84.0,natal - rn,2408102,-5.79357,-35.1986;
9054,1062700,Moagem de trigo e fabricação de derivados,rn,natal,0.07,natal - rn,2408102,-5.79357,-35.1986;
9055,1062700,Moagem de trigo e fabricação de derivados,rn,natal,0.1,natal - rn,2408102,-5.79357,-35.1986;
9056,1062700,Moagem de trigo e fabricação de derivados,rn,natal,0.08,natal - rn,2408102,-5.79357,-35.1986;
9057,1062700,Moagem de trigo e fabricação de derivados,ba,salvador,1800.0,salvador - ba,2927408,-12.9718,-38.5011;
9058,1062700,Moagem de trigo e fabricação de derivados,ba,salvador,1601.0,salvador - ba,2927408,-12.9718,-38.5011;
9059,1062700,Moagem de trigo e fabricação de derivados,ba,salvador,415.0,salvador - ba,2927408,-12.9718,-38.5011;
9060,1062700,Moagem de trigo e fabricação de derivados,ba,salvador,11100.0,salvador - ba,2927408,-12.9718,-38.5011;
9061,1062700,Moagem de trigo e fabricação de derivados,ba,salvador,7649.9,salvador - ba,2927408,-12.9718,-38.5011;
9062,1062700,Moagem de trigo e fabricação de derivados,ba,salvador,9381.12,salvador - ba,2927408,-12.9718,-38.5011;
9063,1062700,Moagem de trigo e fabricação de derivados,ba,salvador,13542.0,salvador - ba,2927408,-12.9718,-38.5011;
9064,1062700,Moagem de trigo e fabricação de derivados,rs,bento goncalves,0.0,bento goncalves - rs,4302105,-29.1662,-51.5165;
9065,1062700,Moagem de trigo e fabricação de derivados,rs,bento goncalves,0.0,bento goncalves - rs,4302105,-29.1662,-51.5165;
9066,1062700,Moagem de trigo e fabricação de derivados,rs,bento goncalves,0.0,bento goncalves - rs,4302105,-29.1662,-51.5165;
9067,1062700,Moagem de trigo e fabricação de derivados,rs,bento goncalves,0.0,bento goncalves - rs,4302105,-29.1662,-51.5165;
9068,1062700,Moagem de trigo e fabricação de derivados,rs,bento goncalves,0.0,bento goncalves - rs,4302105,-29.1662,-51.5165;
"9069,4637104,""Comércio atacadista de pães, bolos, biscoitos e similares"",sp,jaboticabal,0.0,jaboticabal - sp,3524303,-21.252,-48.3252";
9070,1092900,Fabricação de biscoitos e bolachas,pe,jaboatao dos guararapes,0.0,jaboatao dos guararapes - pe,2607901,-8.11298,-35.015;
9071,1092900,Fabricação de biscoitos e bolachas,pe,jaboatao dos guararapes,0.62,jaboatao dos guararapes - pe,2607901,-8.11298,-35.015;
9072,1092900,Fabricação de biscoitos e bolachas,pe,jaboatao dos guararapes,0.62,jaboatao dos guararapes - pe,2607901,-8.11298,-35.015;
9073,1092900,Fabricação de biscoitos e bolachas,pe,jaboatao dos guararapes,0.28,jaboatao dos guararapes - pe,2607901,-8.11298,-35.015;
9074,1092900,Fabricação de biscoitos e bolachas,pe,jaboatao dos guararapes,0.23,jaboatao dos guararapes - pe,2607901,-8.11298,-35.015;
9075,1092900,Fabricação de biscoitos e bolachas,pe,jaboatao dos guararapes,166.08,jaboatao dos guararapes - pe,2607901,-8.11298,-35.015;
9076,1092900,Fabricação de biscoitos e bolachas,rj,rio de janeiro,5.52,rio de janeiro - rj,3304557,-22.9129,-43.2003;
9077,1092900,Fabricação de biscoitos e bolachas,rj,rio de janeiro,6.2,rio de janeiro - rj,3304557,-22.9129,-43.2003;
9078,1092900,Fabricação de biscoitos e bolachas,rj,queimados,9.42,queimados - rj,3304144,-22.7102,-43.5518;
9079,1092900,Fabricação de biscoitos e bolachas,rj,queimados,9.42,queimados - rj,3304144,-22.7102,-43.5518;
9080,1043100,Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais,rj,rio de janeiro,1431.0,rio de janeiro - rj,3304557,-22.9129,-43.2003;
9081,1043100,Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais,rj,rio de janeiro,497.21,rio de janeiro - rj,3304557,-22.9129,-43.2003;
9082,1510600,Curtimento e outras preparações de couro,ce,fortaleza,720.0,fortaleza - ce,2304400,-3.71664,-38.5423;
9083,1510600,Curtimento e outras preparações de couro,ce,fortaleza,100.0,fortaleza - ce,2304400,-3.71664,-38.5423;
"9084,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ce,russas,1.2,russas - ce,2311801,-4.92673,-37.9721";
9085,1066000,Fabricação de alimentos para animais,ce,fortaleza,0.08,fortaleza - ce,2304400,-3.71664,-38.5423;
9086,3812200,Coleta de resíduos perigosos,rn,natal,0.08,natal - rn,2408102,-5.79357,-35.1986;
9087,3812200,Coleta de resíduos perigosos,rn,carnaubais,0.13,carnaubais - rn,2402501,-5.34181,-36.8335;
9088,3812200,Coleta de resíduos perigosos,rn,carnaubais,0.14,carnaubais - rn,2402501,-5.34181,-36.8335;
"9089,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,mortugaba,0.01,mortugaba - ba,2921807,-15.0225,-42.3727";
"9090,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,mortugaba,0.01,mortugaba - ba,2921807,-15.0225,-42.3727";
"9091,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,mortugaba,0.01,mortugaba - ba,2921807,-15.0225,-42.3727";
"9092,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,mortugaba,0.01,mortugaba - ba,2921807,-15.0225,-42.3727";
"9093,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,mortugaba,0.01,mortugaba - ba,2921807,-15.0225,-42.3727";
"9094,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,mortugaba,0.01,mortugaba - ba,2921807,-15.0225,-42.3727";
